id,gene,mcmc,rf60,rf90,rf150,rf250
133,SKI,0.0,0.0,0.0,0.0,0.0
134,ZNF74,0.0,0.0,0.0,0.0,0.0
135,ADAM3B,0.0,0.0,0.0,0.0,0.0
136,PKN2,0.0,0.0,0.0,0.0,0.0
137,PKN1,0.0,0.0,0.0,0.0,0.0
138,KCNG1,0.0,0.0,0.0,0.0,0.0
139,KCNG2,0.0,0.0,0.0,0.0,0.0
140,MTCH1,0.0,0.0,0.0,0.0,0.0
141,MTCH2,0.0,0.0,0.0,0.0,0.0
142,RASL11B,0.0,0.0,0.0,0.0,0.0
143,PDCD6,0.0,0.0,0.0,0.0,0.0
144,PDCD5,0.0,0.0,0.0,0.0,0.0
145,FBXO28,0.0,0.0,0.0,0.0,0.0
146,SLA,0.0,0.0,0.0,0.0,0.0
147,MSI1,0.0,0.0,0.0,0.0,0.0
148,IL1RAP,0.0,0.0,0.0,0.0,0.0
149,APEH,0.0,0.0,0.0,0.0,0.0
150,FBXO21,0.0,0.0,0.0,0.0
151,SLK,0.0,0.0,0.0,0.0,0.0
152,SLN,0.0,0.0,0.0,0.0,0.0
153,FNTA,0.0,0.0,0.0,0.0,0.0
154,POFUT1,0.0,0.0,0.0,0.0,0.0
155,NFATC2IP,0.0,0.0,0.0,0.0
156,NEK1,0.0,0.0,0.0,0.0,0.0
157,TNFRSF8,0.0,0.0,0.0,0.0,0.0
158,NEK2,0.0,0.0,0.0,0.0,0.0
159,MAP3K8,0.0,0.0,0.0,0.0,0.0
160,NEK3,0.0,0.0,0.0,0.0,0.0
161,MAP3K9,0.0,0.0,0.0,0.0
162,MAP3K6,0.0,0.0,0.0,0.0,0.0
163,MAP3K7,0.0,0.0,0.0,0.0,0.0
164,TNFRSF4,0.0,0.0,0.0,0.0,0.0
165,MAP3K4,0.001,0.0,0.0,0.0,0.0
166,MAP3K5,0.001,0.0,0.0,0.0,0.0
167,KCNH1,0.0,0.0,0.0,0.0,0.0
168,PIAS4,0.0,0.0,0.0,0.0,0.0
169,KCNH2,0.0,0.0,0.0,0.0,0.0
170,FBXW4,0.0,0.0,0.0,0.0,0.0
171,PIAS3,0.0,0.0,0.0,0.0,0.0
172,FBXW7,0.0,0.0,0.0,0.0,0.0
173,STX8,0.0,0.0,0.0,0.0,0.0
174,STX7,0.0,0.0,0.0,0.0,0.0
175,FBXO17,0.0,0.0,0.0,0.0,0.0
176,FBXO11,0.0,0.0,0.0,0.0,0.0
177,PIAS2,0.0,0.0,0.0,0.0,0.0
178,FBXW2,0.0,0.0,0.0,0.0,0.0
179,PIAS1,0.0,0.0,0.0,0.0,0.0
180,MSH6,0.0,0.0,0.0,0.0,0.0
181,MINPP1,0.0,0.0,0.0,0.0,0.0
182,DMTF1,0.0,0.0,0.0,0.0,0.0
183,SMO,0.0,0.0,0.0,0.0,0.0
184,MSH2,0.0,0.0,0.0,0.0,0.0
185,MSH3,0.0,0.0,0.0,0.0,0.0
186,MSH4,0.0,0.0,0.0,0.0,0.0
187,PKP2,0.0,0.0,0.0,0.0,0.0
188,SMS,0.0,0.0,0.0,0.0,0.0
189,PKP1,0.0,0.0,0.0,0.0,0.0
190,PKP4,0.0,0.0,0.0,0.0,0.0
191,PKP3,0.0,0.0,0.0,0.0,0.0
192,BLK,0.0,0.0,0.0,0.0,0.0
193,BLM,0.0,0.0,0.0,0.0,0.0
194,KCNE1,0.0,0.0,0.0,0.0,0.0
195,KCNE2,0.0,0.0,0.0,0.0,0.0
196,KCNE4,0.0,0.0,0.0,0.0,0.0
197,ZC4H2,0.0,0.0,0.0,0.0
198,IREB2,0.0,0.0,0.0,0.0,0.0
199,C6orf25,0.0,0.0,0.0,0.0,0.0
200,NPAS2,0.0,0.0,0.0,0.0,0.0
201,RAP1B,0.0,0.0,0.0,0.0,0.0
202,RAP1A,0.0,0.0,0.0,0.0,0.0
203,NDOR1,0.0,0.0,0.0,0.0,0.0
204,MBIP,0.0,0.0,0.0,0.0,0.0
205,TSNAXIP1,0.0,0.0,0.0,0.0,0.0
206,KIR2DL5A,0.0,0.0,0.0,0.0,0.0
207,NEK9,0.0,0.0,0.0,0.0,0.0
208,KCNF1,0.0,0.0,0.0,0.0,0.0
209,HTR1F,0.0,0.0,0.0,0.0,0.0
210,API5,0.0,0.0,0.0,0.0,0.0
211,TNFRSF9,0.0,0.0,0.0,0.0,0.0
212,FBXO38,0.0,0.0,0.0,0.0
213,HTR1D,0.0,0.0,0.0,0.0,0.0
214,NEK7,0.0,0.0,0.0,0.0,0.0
215,HTR1A,0.0,0.0,0.0,0.0,0.0
216,HTR1B,0.0,0.0,0.0,0.0,0.0
217,RFXANK,0.0,0.0,0.0,0.0,0.0
218,FBXO34,0.0,0.0,0.0,0.0,0.0
219,BMX,0.0,0.0,0.0,0.0,0.0
220,DRAP1,0.0,0.0,0.0,0.0,0.0
221,SON,0.0,0.0,0.0,0.0,0.0
222,SP2,0.0,0.0,0.0,0.0,0.0
223,SP1,0.0,0.0,0.0,0.0,0.0
224,SP4,0.0,0.0,0.0,0.0,0.0
225,SP3,0.0,0.0,0.001055,6.33E-4,3.8E-4
226,MNAT1,0.0,0.0,0.0,0.0,0.0
227,LRCH4,0.0,0.0,7.75E-4,4.65E-4,2.79E-4
228,LRCH3,0.0,0.0,0.0,0.0
229,PIWIL2,0.0,0.0,0.0,0.0,0.0
230,BCAR3,0.0,0.0,0.0,0.0,0.0
231,PIWIL1,0.0,0.0,0.0,0.0,0.0
232,ALAS2,0.0,0.0,0.0,0.0,0.0
233,ALAS1,0.0,0.0,0.0,0.0,0.0
234,ONECUT1,0.0,0.0,0.0,0.0,0.0
235,HTR2B,0.0,0.0,0.0,0.0,0.0
236,DYSF,0.0,0.0,0.0,0.0,0.0
237,APIP,0.0,0.0,0.0,0.0,0.0
238,HTR2C,0.0,0.0,0.0,0.0,0.0
239,HTR2A,0.0,0.0,0.0,0.0,0.0
240,MSLN,0.0,0.0,0.0,0.0,0.0
241,BICD1,0.0,0.0,0.0,0.0,0.0
242,BICD2,0.0,0.0,0.0,0.0,0.0
243,BMP15,0.0,0.0,0.0,0.0,0.0
244,SPN,0.0,0.0,0.0,0.0,0.0
245,SPR,0.0,0.0,0.0,0.0,0.0
246,NEO1,0.0,0.0,0.0,0.0,0.0
247,BCAS2,0.0,0.0,0.0,0.0,0.0
248,MBL2,0.0,0.0,0.0,0.0,0.0
249,BOK,0.0,0.0,0.0,0.0,0.0
250,BCAS1,0.0,0.0,0.0,0.0,0.0
251,UNC45A,0.0,0.0,0.0,0.0,0.0
252,DHPS,0.0,0.0,0.0,0.0,0.0
253,VPS13D,0.0,0.0,0.0,0.0,0.0
254,HTR3A,0.0,0.0,0.0,0.0,0.0
255,RABGGTB,0.0,0.0,0.0,0.0,0.0
256,RABGGTA,0.0,0.0,0.0,0.0,0.0
257,C1D,0.0,0.0,0.0,0.0,0.0
258,BMP2K,0.0,0.0,0.0,0.0,0.0
259,BCAT1,0.0,0.0,0.0,0.0,0.0
260,GAPDH,0.0,0.0,0.0,0.0,0.0
261,PRKAA1,0.0,0.0,0.0,0.0,0.0
262,PRKAA2,0.0,0.0,0.0,0.0,0.0
263,C1S,0.0,0.0,0.0,4.65E-4,2.79E-4
264,SRC,0.196,0.0,0.0,0.0,0.0
265,C1R,0.0,0.0,0.0,0.0,0.0
266,SRF,0.0,0.0,0.0,0.0,0.0
267,MLLT1,0.0,0.0,0.0,0.0,0.0
268,U2AF1,0.0,0.0,0.0,0.0,0.0
269,SRI,0.0,0.0,0.0,0.0,0.0
270,IL2RG,0.0,0.0,0.0,0.0,0.0
271,MLLT3,0.0,0.0,0.010336,0.006202,0.003721
272,MALT1,0.0,0.0,0.0,0.0,0.0
273,U2AF2,0.0,0.0,0.0,0.0,0.0
274,KRIT1,0.0,0.0,0.0,0.0,0.0
275,SRY,0.0,0.0,0.0,0.0,0.0
276,KCNJ1,0.0,0.0,0.0,0.0,0.0
277,KCNJ2,0.0,0.0,0.0,0.0,0.0
278,KCNJ3,0.0,0.0,0.0,0.0,0.0
279,KCNJ4,0.0,0.0,0.0,0.0,0.0
280,KCNJ5,0.0,0.0,0.0,0.0,2.95E-4
281,KCNJ6,0.0,0.0,0.0,0.0,0.0
282,SSB,0.0,0.0,0.0,0.0,0.0
283,KCNJ8,0.0,0.0,0.0,0.0,0.0
284,GPKOW,0.0,0.0,0.0,0.0,0.0
285,KCNJ9,0.0,0.0,0.0,0.0,0.0
286,SORL1,0.0,0.0,0.0,0.0,0.0
287,GSTZ1,0.0,0.0,0.0,0.0
288,NECAP2,0.0,0.0,0.0,0.0,0.0
289,NECAP1,0.0,0.0,0.0,0.0,0.0
290,BRE,0.0,0.0,0.0,0.0,0.0
291,SST,0.0,0.0,0.0,0.0,0.0
292,ST5,0.0,0.0,0.0,0.0,0.0
293,IL2RA,0.0,0.0,0.0,0.0,0.0
294,IL2RB,0.0,0.0,0.0,0.0,0.0
295,PDCD2,0.0,0.0,0.0,0.0,0.0
296,PDCD1,0.0,0.0,0.0,0.0
297,KCNK1,0.0,0.0,0.0,0.0,0.0
298,KCNK3,0.0,0.0,0.0,0.0,0.0
299,PEX26,0.0,0.0,0.0,0.0,0.0
300,RCBTB2,0.0,0.0,0.0,0.0,0.0
301,LGALS4,0.0,0.0,0.0,0.0,0.0
302,LGALS3,0.0,0.0,0.0,0.0,5.04E-4
303,LGALS2,0.0,0.0,0.0,0.0,0.0
304,MT2A,0.0,0.0,0.0,0.0,0.0
305,LGALS1,0.0,0.0,0.0,0.0,0.0
306,PEG10,0.0,0.0,0.0,0.0,0.0
307,BSG,0.0,0.0,0.0,0.0,0.0
308,FBXO4,0.0,0.0,0.0,0.0,0.0
309,TNFSF10,0.0,0.0,0.0,0.0,0.0
310,TNFSF11,0.0,0.0,0.0,0.0,0.0
311,FBXO3,0.0,0.0,0.0,0.0,0.0
312,FBXO5,0.0,0.0,0.0,0.0,0.0
313,ATXN7L1,0.0,0.0,0.0,0.0
314,LGALS8,0.0,0.0,0.0,0.0,0.0
315,BSN,0.0,0.0,0.0,0.0,0.0
316,FBXO7,0.0,0.0,0.0,0.0,0.0
317,FBXO9,0.0,0.0,0.0,0.0,0.0
318,FBXO2,0.0,0.0,0.0,0.0,0.0
319,BCS1L,0.0,0.0,0.0,0.0,0.0
320,BTC,0.0,0.0,0.0,0.0,0.0
321,CFDP1,0.0,0.0,0.0,0.0,0.0
322,KCNQ1,0.0,0.0,0.0,0.0,0.0
323,SUB1,0.0,0.0,0.0,0.0,0.0
324,KCNQ2,0.0,0.0,0.0,0.0,0.0
325,BTK,0.0,0.0,0.0,0.0,0.0
326,KCNQ3,0.0,0.0,0.0,0.0,0.0
327,MT1F,0.0,0.0,0.0,0.0,0.0
328,MT1G,0.0,0.0,0.0,0.0,0.0
329,KCNQ4,0.0,0.0,0.0,0.0,0.0
330,MT1H,0.0,0.0,0.0,0.0
331,GRB7,0.0,0.0,0.0,0.0,0.0
332,CETP,0.0,0.0,0.0,0.0,0.0
333,SDC4,0.0,0.0,0.0,0.005636,0.003381
334,DHX9,0.0,0.0,0.0,0.0,4.86E-4
335,RRAD,0.0,0.0,0.0,0.0,0.0
336,SDC2,0.0,0.0,0.0,0.0,0.0
337,MYCBP2,0.0,0.0,0.0,0.0,0.0
338,SDC3,0.0,0.0,0.0,0.0,0.0
339,TGFA,0.0,0.0,0.0,0.0,0.0
340,ZBTB5,0.0,0.0,0.0,0.0,0.003733
341,ZBTB3,0.0,0.0,0.0,0.0,0.0
342,NEU3,0.0,0.0,0.0,0.0,0.0
343,MC2R,0.0,0.0,0.0,0.0,0.0
344,APOM,0.0,0.0,0.0,0.0,0.0
345,RACGAP1,0.0,0.0,0.0,0.0,0.0
346,RRAS,0.0,0.0,0.0,0.0,0.0
347,APOH,0.0,0.0,0.0,0.0,0.0
348,NEU1,0.0,0.0,0.0,0.0,0.0
349,APOF,0.0,0.0,0.0,0.0,0.0
350,STK38L,0.0,0.0,0.0,0.0,0.0
351,APOD,0.0,0.0,0.0,0.0,0.0
352,KCNN2,0.0,0.0,0.0,0.0,0.0
353,APOE,0.0,0.0,0.0,0.0,0.0
354,KCNN4,0.0,0.0,0.0,0.0,0.0
355,APOB,0.0,0.0,0.0,0.0,0.0
356,APOBEC3C,0.0,0.0,0.0,0.0,0.0
357,TNFSF18,0.0,0.0,0.0,0.0
358,NTNG1,0.0,0.0,0.0,0.0
359,MSR1,0.0,0.0,0.0,0.0
360,XBP1,0.0,0.0,0.0,0.0,0.0
361,YES1,0.0,0.0,0.0,0.0,0.0
362,APOBEC3F,0.0,0.0,0.0,0.0,0.0
363,TNFSF14,0.0,0.0,0.0,0.0,0.0
364,APOBEC3G,0.0,0.0,0.0,0.0,0.0
365,TNFSF15,0.0,0.0,0.0,0.0,0.0
366,TNFSF13,0.0,0.0,0.0,0.0,0.0
367,IGF1,0.0,0.0,0.0,0.0,0.0
368,NET1,0.014,0.0,0.0,0.0,0.0
369,FBXL8,0.0,0.0,0.0,0.0,0.0
370,BST1,0.0,0.0,0.0,5.26E-4,3.15E-4
371,PEX5L,0.0,0.0,0.0,0.0,0.0
372,MC1R,0.0,0.0,0.0,0.0,0.0
373,ZBTB6,0.0,0.0,0.0,0.0,0.0
374,CWF19L1,0.0,0.0,0.0,0.0,0.0
375,SDC1,0.0,0.0,0.0,0.0,0.0
376,GRB2,0.084,0.0,0.0,0.0,0.0
377,GRAP,0.0,0.0,0.0,0.0,0.0
378,FBXL2,0.0,0.0,0.0,0.0,0.0
379,FBXL5,0.0,0.0,0.0,0.0,0.0
380,FBXL4,0.0,0.0,0.0,0.0,0.0
381,FBXL6,0.0,0.0,0.0,0.0,0.0
382,IGHM,0.0,0.0,0.0,0.0,0.0
383,MSTN,0.0,0.0,0.0,0.0,0.0
384,MRPS12,0.0,0.0,0.0,0.0,0.0
385,TFB1M,0.0,0.0,0.0,0.0,2.86E-4
386,C8B,0.0,0.0,0.0,0.0,0.0
387,C8A,0.0,0.0,0.0,0.0,0.0
388,MC4R,0.0,0.0,0.0,0.0,0.0
389,C8G,0.0,0.0,0.0,0.0,0.0
390,RAC2,0.0,0.0,0.0,0.0,0.0
391,RAC3,0.0,0.0,0.0,0.0,0.0
392,FCER1A,0.0,0.0,0.0,0.0,0.003488
393,RAC1,0.0,0.0,0.0,0.0,0.0
394,BBS4,0.0,0.0,0.0,0.0,0.0
395,ZHX2,0.0,0.0,0.0,8.87E-4,5.32E-4
396,PCYT1B,0.0,0.0,0.0,0.0,0.0
397,FCER1G,0.0,0.0,0.0,0.0,0.0
398,ZHX3,0.0,0.0,0.0,0.0,0.0
399,PCYT1A,0.0,0.0,0.0,0.0,0.0
400,SYK,0.0,0.0,0.0,0.0,0.0
401,MRPS22,0.0,0.0,0.0,0.0,0.0
402,MST1,0.0,0.0,0.0,0.005498,0.003299
403,GAB1,0.0,0.0,0.0,0.0,0.0
404,PRPF40A,0.001,0.0,0.0,0.0,0.0
405,CACYBP,0.0,0.0,0.0,0.0,0.0
406,GAB2,0.0,0.0,0.0,0.0,0.0
407,SYP,0.0,0.0,0.0,0.0,0.0
408,TFB2M,0.0,0.0,0.0,0.0,0.0
409,CNKSR2,0.0,0.0,0.0,0.0,0.0
410,RNF144A,0.0,0.0,0.0,0.0,0.0
411,CNKSR1,0.0,0.0,0.0,0.0,0.0
412,MC3R,0.0,0.0,0.0,0.0,2.58E-4
413,RAP2A,0.0,0.0,0.0,4.43E-4,2.66E-4
414,RAP2B,0.0,0.0,0.0,0.0,0.0
415,PITPNM1,0.0,0.0,0.0,0.0,0.0
416,PITPNM3,0.0,0.001358,9.05E-4,5.43E-4,3.26E-4
417,TAX1BP1,0.0,0.0,0.0,0.0,0.0
418,IGHD,0.0,0.0,0.0,0.0,0.0
419,FAM32A,0.0,0.0,0.0,0.0,0.0
420,FAM193B,0.0,0.0,0.0,0.0,0.0
421,C14orf1,0.0,0.0,0.0,0.0,0.0
422,DYNC1I2,0.0,0.0,0.0,0.0,0.0
423,SELPLG,0.0,0.0,0.0,0.0,3.28E-4
424,SSNA1,0.0,0.0,0.0,0.0,0.0
425,MRPS34,0.0,0.0,0.0,0.0,0.0
426,MRPS31,0.0,0.0,0.0,0.0,0.0
427,IGKC,0.0,0.0,0.0,0.0,0.0
428,MSX1,0.0,0.0,0.0,0.0,0.0
429,RAE1,0.0,0.0,0.0,0.0,0.0
430,DYNC1I1,0.0,0.0,0.0,0.0,0.0
431,PEX16,0.0,0.0,0.0,0.0,0.0
432,MAP3K2,0.0,0.0,0.0,0.0,0.0
433,MAP3K3,0.0,0.0,0.0,0.0,0.0
434,DYNC1H1,0.0,0.0,0.0,0.0,0.0
435,PEX19,0.0,0.0,0.0,0.0,0.0
436,MAP3K1,0.0,0.0,0.0,0.0,0.0
437,SORT1,0.0,0.0,0.0,0.0,0.0
438,GAD1,0.0,0.0,0.0,0.0,0.0
439,KLHL1,0.0,0.0,0.0,0.0,0.0
440,GAD2,0.0,0.0,0.0,0.0,0.0
441,KLHL2,0.0,0.0,0.0,0.0,0.0
442,MRE11A,0.0,0.0,0.0,0.0,0.0
443,KLHL3,0.0,0.0,0.0,0.0,0.0
444,PEX10,0.0,0.0,0.0,0.0,0.0
445,PEX12,0.0,0.0,0.0,0.0,0.0
446,APTX,0.0,0.0,0.0,0.0,0.0
447,PEX13,0.0,0.0,0.0,0.0,0.0
448,PEX14,0.0,0.0,0.0,0.0,0.0
449,KCNS3,0.0,0.0,0.0,0.0,0.0
450,MC5R,0.0,0.0,0.0,0.0,0.0
451,TACC3,0.0,0.0,0.0,0.0,0.0
452,TACC1,0.0,0.0,0.0,0.0,0.0
453,RAD1,0.0,0.0,0.0,0.0,0.0
454,HDGF,0.0,0.0,0.0,0.0,0.0
455,TACC2,0.0,0.0,0.0,0.0,0.0
456,TACO1,0.0,0.0,0.0,0.0,0.0
457,INPPL1,0.001,0.0,0.0,0.0,0.0
458,PLAT,0.0,0.0,0.0,0.0,0.0
459,IGF1R,0.0,0.0,0.0,0.0,0.0
460,TGM1,0.0,0.0,0.0,0.0,0.0
461,DMBT1,0.0,0.0,0.0,0.0,0.0
462,PLAU,0.0,0.0,0.0,0.0,0.0
463,ZNF83,0.0,0.0,0.0,0.0,0.0
464,ENPP1,0.0,0.0,0.0,0.0,0.0
465,RAG2,0.0,0.0,0.0,0.0,3.6E-4
466,TGM3,0.0,0.0,0.0,0.0
467,TGM2,0.0,0.0,0.0,0.0,0.0
468,RAG1,0.0,0.0,0.0,0.0,0.0
469,CARD10,0.0,0.015504,0.010336,0.006202,0.003721
470,MSX2,0.0,0.0,0.0,0.0,0.0
471,ADAM11,0.0,0.0,0.0,0.0,0.0
472,ADAM10,0.0,0.0,0.0,0.0,0.0
473,SDHB,0.0,0.0,0.0,0.0,0.0
474,DHDDS,0.0,0.0,0.0,0.0,0.0
475,ADAM19,0.0,0.0,0.0,0.0,0.0
476,ADAM17,0.0,0.0,0.0,0.0,0.0
477,ZNF91,0.0,0.0,0.0,0.0,0.0
478,BRMS1,0.0,0.0,0.0,0.0,0.0
479,ADAM15,0.0,0.0,0.0,0.0,0.0
480,PSPC1,0.0,0.0,0.0,0.0,0.0
481,ADAM12,0.0,0.0,0.0,0.0,0.0
482,PLAA,0.0,0.0,0.0,0.0,0.0
483,RAF1,0.2,0.0,0.0,0.0,0.0
484,CARD14,0.0,0.0,0.0,0.0,0.0
485,HTRA1,0.0,0.0,0.0,0.0,0.0
486,HTRA2,0.0,0.0,0.0,0.0,0.0
487,DAPP1,0.0,0.0,0.0,0.0,0.0
488,PLD1,0.0,0.0,0.0,0.0,0.0
489,PLD2,0.0,0.0,0.0,0.0,0.0
490,GRK1,0.0,0.0,0.0,0.0,0.0
491,KCNV1,0.0,0.0,0.0,0.0,0.0
492,RAI1,0.0,0.0,0.0,0.0,0.0
493,KCNV2,0.0,0.0,0.0,0.0,0.0
494,GRK5,0.0,0.0,0.0,0.0,0.0
495,GRK4,0.0,0.0,0.0,0.0,0.0
496,GRK6,0.0,0.0,0.0,0.0,0.0
497,LPXN,0.0,0.0,0.0,0.0,3.15E-4
498,FGF23,0.0,0.0,0.0,0.0,0.0
499,RAI2,0.001,0.0,0.0,0.0,0.0
500,FGF21,0.0,0.0,0.0,0.0
501,DENND4A,0.0,0.0,0.0,0.0
502,IGF2R,0.0,0.0,0.0,0.0,0.003721
503,BSPRY,0.0,0.0,0.0,0.0,0.0
